id,설치장소명,설치장소상세,설치시도명,설치시군구명,설치시설구분,서비스제공사명,와이파이SSID,설치년월,소재지도로명주소,소재지지번주소,관리기관명,관리기관전화번호,위도,경도,데이터기준일자
12753,고제면사무소,1층 민원실,경상남도,거창군,관공서,KT,SAMART-GEOCHANG,2014-1-1,경상남도 거창군 고제면 입석1길 14,,경상남도 거창군청,055-940-3205,35.814823,127.871383,2016-03-01
12754,북상면사무소,1층 민원실,경상남도,거창군,관공서,KT,SAMART-GEOCHANG,2014-1-1,경상남도 거창군 북상면 송계로 710,,경상남도 거창군청,055-940-3205,35.777396,127.819245,2016-03-01
12755,위천면사무소,1층 민원실,경상남도,거창군,관공서,KT,SAMART-GEOCHANG,2014-1-1,경상남도 거창군 위천면 원학길 324,,경상남도 거창군청,055-940-3205,35.749625,127.833132,2016-03-01
12756,마리면사무소,1층 민원실,경상남도,거창군,관공서,KT,SAMART-GEOCHANG,2014-1-1,경상남도 거창군 마리면 빼재로 18,,경상남도 거창군청,055-940-3205,35.701162,127.854627,2016-03-01
12757,남상면사무소,1층 민원실,경상남도,거창군,관공서,KT,SAMART-GEOCHANG,2014-1-1,경상남도 거창군 남상면 인평길 36,,경상남도 거창군청,055-940-3205,35.643177,127.910194,2016-03-01
12758,남하면사무소,1층 민원실,경상남도,거창군,관공서,KT,SAMART-GEOCHANG,2014-1-1,경상남도 거창군 남하면 영서로 41,,경상남도 거창군청,055-940-3205,35.667722,127.943585,2016-03-01
12759,신원면사무소,1층 민원실,경상남도,거창군,관공서,KT,SAMART-GEOCHANG,2014-1-1,경상남도 거창군 신원면 신차로 3067,,경상남도 거창군청,055-940-3205,35.567733,127.925124,2016-03-01
12760,가조면사무소,1층 민원실,경상남도,거창군,관공서,KT,SAMART-GEOCHANG,2014-1-1,경상남도 거창군 가조면 장군봉1길 8,,경상남도 거창군청,055-940-3205,35.711021,128.014705,2016-03-01
12761,가북면사무소,1층 민원실,경상남도,거창군,관공서,KT,SAMART-GEOCHANG,2014-1-1,경상남도 거창군 가북면 용암로 17-8,,경상남도 거창군청,055-940-3205,35.762758,127.993238,2016-03-01
12762,월성청소년수련관,수련관 야외,경상남도,거창군,지역문화시설,LG,Public WiFi Free,2014-1-1,경상남도 거창군 북상면 덕유월성로 1312-96,,경상남도 거창군청,055-940-3205,35.761992,127.725448,2016-03-01
12763,월성우주창의과학관,1층 복도  2층 복도,경상남도,거창군,지역문화시설,LG,Public WiFi Free,2014-1-1,경상남도 거창군 북상면 덕유월성로 1312-96,,경상남도 거창군청,055-940-3205,35.761992,127.725448,2016-03-01
12764,청소년수련관,2층 복도  사무실  3층 사무실,경상남도,거창군,지역문화시설,LG,Public WiFi Free,2014-1-1,경상남도 거창군 거창읍 교촌길 100-29,,경상남도 거창군청,055-940-3205,35.693137,127.906987,2016-03-01
12765,거창청소년문화의집,2층 다목적홀  3층 세미나실  복도,경상남도,거창군,지역문화시설,LG,Public WiFi Free,2014-1-1,경상남도 거창군 거창읍 거함대로4길 60,,경상남도 거창군청,055-940-3205,35.683109,127.914322,2016-03-01
12766,거창문화센터,1층 사무실  1층 전시실  2층 전시실  야외공연장,경상남도,거창군,지역문화시설,LG,Public WiFi Free,2014-1-1,경상남도 거창군 거창읍 수남로 2181,,경상남도 거창군청,055-940-3205,35.674324,127.910599,2016-03-01
12767,아림지역아동센터,1층 사무실  거실,경상남도,거창군,복지시설,LG,Public WiFi Free,2014-1-1,경상남도 거창군 거창읍 아림로 2길 59-1,,경상남도 거창군청,055-940-3205,35.688793,127.912951,2016-03-01
12768,거창군 삶의쉼터,본관 1층 복도  별관 2층 로비  별관 4층 교육장,경상남도,거창군,복지시설,LG,Public WiFi Free,2014-1-1,경상남도 거창군 거창읍 거안로 1266-41,,경상남도 거창군청,055-940-3205,35.685442,127.889158,2016-03-01
12769,거창군 농아인협회,1층 사무실,경상남도,거창군,복지시설,LG,Public WiFi Free,2014-1-1,경상남도 거창군 수남로 2270-6,,경상남도 거창군청,055-940-3205,35.681538,127.912582,2016-03-01
12770,거창군 보건소,1층 민원실  1층 물리치료실  1층 체력측정실  1층 정신보건센터  2층 강당  2층 복도  2층 사무실  2층 식당,경상남도,거창군,관공서,LG,Public WiFi Free,2014-1-1,경상남도 거창군 강남로 16-30,,경상남도 거창군청,055-940-3205,35.680873,127.898622,2016-03-01
12771,종합사회복지관,1층 복도  2층 복도 좌측  2층 복도 우측  3층 대강당,경상남도,거창군,복지시설,LG,Public WiFi Free,2014-1-1,경상남도 거창군 아림로 66,,경상남도 거창군청,055-940-3205,35.689057,127.909727,2016-03-01
12772,거창시니어클럽,1층 작업장  2층 사무실  2층 교육장,경상남도,거창군,복지시설,LG,Public WiFi Free,2014-1-1,경상남도 거창군 중앙로1길 138,,경상남도 거창군청,055-940-3205,35.691271,127.918861,2016-03-01
12773,거창시장,가조양말 진미떡집  함양떡집  남대문사  황금식육점  아가방 명가축산  22번상회  고객휴게소  맛나리  경아네  옛날통닭,경상남도,거창군,다중밀집시설,LG,Public WiFi Free,2014-1-1,경상남도 거창군 경남 거창군 중앙로 140,,경상남도 거창군청,055-940-3205,35.686967,127.914021,2016-03-01
12774,희망복지센터,1층 쉼터 사무실  2층 강의실  센터 앞,경상남도,거창군,복지시설,LG,Public WiFi Free,2014-1-1,경상남도 거창군 경남 거창군 시장1길 20,,경상남도 거창군청,055-940-3205,35.685791,127.912311,2016-03-01
12775,서구 보건소,1 2 3 4층,대전광역시,서구,관공서,KT,public wifi zone,2014-1-1,대전광역시 서구 만년로 74,,대전서구청,042-611-6555,36.367062,127.381105,2016-09-01
12776,도토리보호작업장,1층,대전광역시,서구,서민·복지시설,KT,public wifi zone,2014-1-1,대전광역시 서구 복수남로 30,,대전서구청,042-611-6555,36.298337,127.378048,2016-09-01
12777,연광실업보호작업장,1층,대전광역시,서구,서민·복지시설,KT,public wifi zone,2014-1-1,대전광역시 서구 영골길 159,,대전서구청,042-611-6555,36.225907,127.313697,2016-09-01
12778,한터보호작업장,1층,대전광역시,서구,서민·복지시설,KT,public wifi zone,2014-1-1,대전광역시 서구 삼보실길 123,,대전서구청,042-611-6555,36.224258,127.334652,2016-09-01
12779,정림원,1층,대전광역시,서구,서민·복지시설,KT,public wifi zone,2014-1-1,대전광역시 서구 계백로 1249번안길 2,,대전서구청,042-611-6555,36.304414,127.369647,2016-09-01
12780,후생학원,1층,대전광역시,서구,서민·복지시설,KT,public wifi zone,2014-1-1,대전광역시 서구 정림서로 138번길 65-5,,대전서구청,042-611-6555,36.297807,127.367181,2016-09-01
12781,정림사회복지관,1 2 3층,대전광역시,서구,서민·복지시설,LGU+,public wifi zone,2014-1-1,대전광역시 서구 계백로1286벌길86,,대전서구청,042-611-6555,36.304161,127.366882,2016-09-01
12782,시온보육원,1 2층,대전광역시,서구,서민·복지시설,SKT,public wifi zone,2014-1-1,대전광역시 서구 도솔로267번길 8,,대전서구청,042-611-6555,36.334076,127.378891,2016-09-01
12783,인천북구도서관,민원실,인천광역시,부평구,교육시설,KT,,2014-1-1,인천광역시 부평구 신트리로 21,,인천광역시 부평구청,032-509-6173,37.506571,126.723584,2015-09-25
12784,부개어린이도서관,전체,인천광역시,부평구,교육시설,KT,,2014-1-1,인천광역시 부평구 동수로 166,,인천광역시 부평구청,032-509-6173,37.485484,126.737018,2015-09-25
12785,인천나비공원,전체,인천광역시,부평구,지역문화시설,LGU+,,2014-1-1,인천광역시 부평구 평천로 26-47,,인천광역시 부평구청,032-509-6173,37.520237,126.692663,2015-09-25
12786,부평깡시장,전체,인천광역시,부평구,기타,LGU+,,2014-1-1,인천광역시 부평구 주부토로32번길 25,,인천광역시 부평구청,032-509-6173,37.497853,126.726528,2015-09-25
12787,삼산농산물도매시장,전체,인천광역시,부평구,기타,SKT,,2014-1-1,인천광역시 부평구 영성동로 46,,인천광역시 부평구청,032-509-6173,37.522146,126.748779,2015-09-25
12788,부평자유시장,전체,인천광역시,부평구,기타,LGU+,,2014-1-1,인천광역시 부평구 대정로 50,,인천광역시 부평구청,032-509-6173,37.494663,126.725434,2015-09-25
12789,부평종합시장,전체,인천광역시,부평구,기타,SKT,,2014-1-1,인천광역시 부평구 부흥로316번길 38-3,,인천광역시 부평구청,032-509-6173,37.496406,126.726551,2015-09-25
12790,십정종합시장,전체,인천광역시,부평구,기타,LGU+,,2014-1-1,인천광역시 부평구 배곶남로21번길 18,,인천광역시 부평구청,032-509-6173,37.473365,126.695456,2015-09-25
12791,부평구청소년수련관,전체,인천광역시,부평구,교육시설,KT,,2014-1-1,인천광역시 부평구 체육관로 76,,인천광역시 부평구청,032-509-6173,37.508244,126.740192,2015-09-25
12792,부평구노인복지관,전체,인천광역시,부평구,서민복지시설,KT,,2014-1-1,인천광역시 부평구 굴포로 114,,인천광역시 부평구청,032-509-6173,37.511138,126.733768,2015-09-25
12793,부평장애인종합복지관,전체,인천광역시,부평구,서민복지시설,KT,,2014-1-1,인천광역시 부평구 일신로 25,,인천광역시 부평구청,032-509-6173,37.482997,126.746163,2015-09-25
12794,굿프랜드,전체,인천광역시,부평구,서민복지시설,LGU+,,2014-1-1,인천광역시 부평구 경인로701번길 26,,인천광역시 부평구청,032-509-6173,37.472658,126.707289,2015-09-25
12795,송암보호작업장,전체,인천광역시,부평구,서민복지시설,LGU+,,2014-1-1,인천광역시 부평구 일신로 25,,인천광역시 부평구청,032-509-6173,37.482754,126.746289,2015-09-25
12796,성동보호작업장,전체,인천광역시,부평구,서민복지시설,SKT,,2014-1-1,인천광역시 부평구 경인로 880,,인천광역시 부평구청,032-509-6173,37.484652,126.718327,2015-09-25
12797,어깨동무 지역아동센터,전체,인천광역시,부평구,서민복지시설,SKT,,2014-1-1,인천광역시 부평구 세월천로 55  3층,,인천광역시 부평구청,032-509-6173,37.512916,126.703298,2015-09-25
12798,참사랑 지역아동센터,전체,인천광역시,부평구,서민복지시설,SKT,,2014-1-1,인천광역시 부평구 길주로354번길 24,,인천광역시 부평구청,032-509-6173,37.507407,126.700792,2015-09-25
12799,군산공설시장,공설시장 1~3층,전라북도,군산시,기타,SK KT LG,Public WiFi Free,2013-12-1,전라북도 군산시 신금길18(신영동),전라북도 군산시 신영동18-1,전라북도 군산시청,063-454-2170,35.9834656,126.7203766,2015-12-16
12800,옥산면사무소,민원실(1층),전라북도,군산시,관공서,SK KT LG,Public WiFi Free,2015-12-1,전라북도 군산시 옥산면 산성로 200,전라북도 군산시 옥산면 옥산리 23-39,전라북도 군산시청,063-454-2170,35.9395339,126.7482449,2015-12-16
12801,임피면사무소,민원실(1층),전라북도,군산시,관공서,SK KT LG,Public WiFi Free,2015-12-1,전라북도 군산시 임피면 남상2길 1,전라북도 군산시 임피면 읍내리 216-1,전라북도 군산시청,063-454-2170,35.9824949,126.8506297,2015-12-16
12802,성산면사무소,민원실(1층),전라북도,군산시,관공서,SK KT LG,Public WiFi Free,2015-12-1,전라북도 군산시 성산면 송호로 222,전라북도 군산시 성산면 고봉리 283-2,전라북도 군산시청,063-454-2170,35.9896795,126.7859457,2015-12-16
12803,나포면사무소,민원실(1층),전라북도,군산시,관공서,SK KT LG,Public WiFi Free,2015-12-1,전라북도 군산시 나포면 나포초교길 9,전라북도 군산시 나포면 옥곤리 452,전라북도 군산시청,063-454-2170,36.0303233,126.8320775,2015-12-16
12804,옥서면사무소,민원실(1층),전라북도,군산시,관공서,SK KT LG,Public WiFi Free,2015-12-1,전라북도 군산시 옥서면 옥구저수지로209,전라북도 군산시 옥서면 옥봉리 56-4,전라북도 군산시청,063-454-2170,35.9245139,126.6449228,2015-12-16
12805,옥구읍사무소,민원실(1층),전라북도,군산시,관공서,SK KT LG,Public WiFi Free,2015-12-1,전라북도 군산시 옥구읍 옥구로 6,전라북도 군산시 옥구읍 선제리 98-11,전라북도 군산시청,063-454-2170,35.9229355,126.6852718,2015-12-16
12806,회현면사무소,민원실(1층),전라북도,군산시,관공서,SK KT LG,Public WiFi Free,2015-12-1,전라북도 군산시 회현로 181,전라북도 군산시 회현면 대정리 23,전라북도 군산시청,063-454-2170,35.9130769,126.7569531,2015-12-16
12807,옥도면사무소,민원실(1층),전라북도,군산시,관공서,SK KT LG,Public WiFi Free,2015-12-1,전라북도 군산시 내항2길 125,전라북도 군산시 금동 1-18,전라북도 군산시청,063-454-2170,35.9930891,126.7099774,2015-12-16
12808,해신동주민센터,민원실(1층),전라북도,군산시,관공서,SK KT LG,Public WiFi Free,2015-12-1,전라북도 군산시 중앙로 224,전라북도 군산시 금동 23-1,전라북도 군산시청,063-454-2170,35.9896645,126.7070152,2015-12-16
12809,보람의집보호작업장,1층,대전광역시,서구,서민·복지시설,SKT,public wifi zone,2014-1-1,대전광역시 서구 동서대로 998번길 41407,,대전서구청,042-611-6555,36.332538,127.372961,2016-09-01
12810,도솔청소년문화의집,1층,대전광역시,서구,서민·복지시설,SKT,public wifi zone,2014-1-1,대전광역시 서구 배재로197번길 41,,대전서구청,042-611-6555,36.319041,127.370723,2016-09-01
12811,구세군 대전혜생원,1층,대전광역시,서구,서민·복지시설,SKT,public wifi zone,2014-1-1,대전광역시 서구 오량4길 61,,대전서구청,042-611-6555,36.308995,127.378333,2016-09-01
12812,월평장애인보호작업장,1층,대전광역시,서구,서민·복지시설,SKT,public wifi zone,2014-1-1,대전광역시 서구 월평북로 11,,대전서구청,042-611-6555,36.361385,127.372373,2016-09-01
12813,탄방동청소년문화의집,1층,대전광역시,서구,서민·복지시설,LGU+,public wifi zone,2014-1-1,대전광역시 서구 문정로2길 51 224호(탄방동 시티빌3차),,대전서구청,042-611-6555,36.345514,127.390718,2016-09-01
12814,서구수화동통역센터,1층,대전광역시,서구,서민·복지시설,LGU+,public wifi zone,2014-1-1,대전광역시 서구 문정로2길 51 224호(탄방동 시티빌3차),,대전서구청,042-611-6555,36.345514,127.390718,2016-09-01
12815,도마1동주민센터,1층,대전광역시,서구,관공서,LGU+,public wifi zone,2014-1-1,대전광역시 서구 도마3길 46,,대전서구청,042-611-6555,36.315992,127.381132,2016-09-01
12816,정림동주민센터,1층,대전광역시,서구,관공서,LGU+,public wifi zone,2014-1-1,대전광역시 서구 정림동로 10,,대전서구청,042-611-6555,36.304469,127.366733,2016-09-01
12817,가수원동주민센터,1층,대전광역시,서구,관공서,LGU+,public wifi zone,2014-1-1,대전광역시 서구 가수원로 105 (가수원동),,대전서구청,042-611-6555,36.303517,127.349365,2016-09-01
12818,도마큰시장,전역,대전광역시,서구,기타,LGU+,public wifi zone,2014-1-1,대전광역시 서구 도마2길 39,,대전서구청,042-611-6555,36.314693,127.381411,2016-09-01
12819,한민시장,전역,대전광역시,서구,기타,LGU+,public wifi zone,2014-1-1,대전광역시 서구 가장로 94 (괴정동),,대전서구청,042-611-6555,36.334469,127.384284,2016-09-01
12820,돈보스코의집,1층,대전광역시,서구,서민·복지시설,LGU+,public wifi zone,2014-1-1,대전광역시 서구 구봉로 458-1 (정림동),,대전서구청,042-611-6555,36.299997,127.370379,2016-09-01
12821,한걸음,1층,대전광역시,서구,서민·복지시설,LGU+,public wifi zone,2014-1-1,대전광역시 서구 삼보실길 68,,대전서구청,042-611-6555,36.222421,127.335315,2016-09-01
12822,행복누림,1층,대전광역시,서구,서민·복지시설,LGU+,public wifi zone,2014-1-1,대전광역시 서구 요골길 352,,대전서구청,042-611-6555,36.256341,127.300072,2016-09-01
12823,행복마을,1층,대전광역시,서구,서민·복지시설,LGU+,public wifi zone,2014-1-1,대전광역시 서구 요골길 352,,대전서구청,042-611-6555,36.244008,127.291404,2016-09-01
12824,갈마청소년문화의집,1층,대전광역시,서구,서민·복지시설,SKT,public wifi zone,2014-1-1,대전광역시 서구 신갈마로 197,,대전서구청,042-611-6555,36.351377,127.367767,2016-09-01
12825,갈마2동주민센터,1층,대전광역시,서구,관공서,SKT,public wifi zone,2014-1-1,대전광역시 서구 대덕대로 147,,대전서구청,042-611-6555,36.346748,127.374869,2016-09-01
12826,관저2동주민센터,1층,대전광역시,서구,관공서,SKT,public wifi zone,2014-1-1,대전광역시 서구 관저중로 82,,대전서구청,042-611-6555,36.299245,127.335195,2016-09-01
12827,관저보건지소,1층,대전광역시,서구,관공서,SKT,public wifi zone,2014-1-1,대전광역시 서구 구봉산북로 300,,대전서구청,042-611-6555,36.301037,127.345007,2016-09-01
12828,관저1동주민센터,1층,대전광역시,서구,관공서,SKT,public wifi zone,2014-1-1,대전광역시 서구 관저북로 24,,대전서구청,042-611-6555,36.303829,127.337344,2016-09-01
12829,도마2동주민센터,1층,대전광역시,서구,관공서,SKT,public wifi zone,2014-1-1,대전광역시 서구 도림1길 14,,대전서구청,042-611-6555,36.312641,127.373584,2016-09-01
12830,둔산1동주민센터,1층,대전광역시,서구,관공서,SKT,public wifi zone,2014-1-1,대전광역시 서구 둔산중로 65,,대전서구청,042-611-6555,36.352511,127.386035,2016-09-01
12831,삼천청소년문화의집,1층,대전광역시,서구,서민·복지시설,SKT,public wifi zone,2014-1-1,대전광역시 서구 둔산남로 197,,대전서구청,042-611-6555,36.349167,127.399506,2016-09-01
12832,변동주민센터,1층,대전광역시,서구,관공서,SKT,public wifi zone,2014-1-1,대전광역시 서구 중반5길 133,,대전서구청,042-611-6555,36.325787,127.386759,2016-09-01
12833,동심원,1층,대전광역시,서구,서민·복지시설,SKT,public wifi zone,2014-1-1,대전광역시 서구 영골길 159,,대전서구청,042-611-6555,36.325787,127.386759,2016-09-01
12834,연광자립원,1 2 3층,대전광역시,서구,서민·복지시설,SKT,public wifi zone,2014-1-1,대전광역시 서구 영골길 159,,대전서구청,042-611-6555,36.325787,127.386759,2016-09-01
12835,용문종합사회복지관,1 2 3 4층,대전광역시,서구,서민·복지시설,SKT,public wifi zone,2014-1-1,대전광역시 서구 계룡로 626-1,,대전서구청,042-611-6555,36.338848,127.391583,2016-09-01
12836,월평1동주민센터,1층,대전광역시,서구,관공서,SKT,public wifi zone,2014-1-1,대전광역시 서구 월평서로 13,,대전서구청,042-611-6555,36.354666,127.357603,2016-09-01
12837,월평2동주민센터,1층,대전광역시,서구,관공서,SKT,public wifi zone,2014-1-1,대전광역시 서구 갈마역로 145,,대전서구청,042-611-6555,36.363556,127.374002,2016-09-01
12838,평송청소년문화센터,1 2 3층,대전광역시,서구,서민·복지시설,SKT,public wifi zone,2014-1-1,대전광역시 서구 둔산대로 135,,대전서구청,042-611-6555,36.319041,127.370723,2016-09-01
12839,한마음의집,1 2 3층,대전광역시,서구,서민·복지시설,SKT,public wifi zone,2014-1-1,대전광역시 서구 삼보실길 123,,대전서구청,042-611-6555,36.224258,127.334652,2016-09-01
12840,한몸,1층,대전광역시,서구,서민·복지시설,SKT,public wifi zone,2014-1-1,대전광역시 서구 삼보실길 123,,대전서구청,042-611-6555,36.224258,127.334652,2016-09-01
12841,한줄기,1층,대전광역시,서구,서민·복지시설,SKT,public wifi zone,2014-1-1,대전광역시 서구 삼보실길 123,,대전서구청,042-611-6555,36.224258,127.334652,2016-09-01
12842,한뜻마을,1층,대전광역시,서구,서민·복지시설,SKT,public wifi zone,2014-1-1,대전광역시 서구 삼보실길 123,,대전서구청,042-611-6555,36.224258,127.334652,2016-09-01
12843,기성보건지소,1층,대전광역시,서구,관공서,SKT,public wifi zone,2014-1-1,대전광역시 서구 벌곡로 658,,대전서구청,042-611-6555,36.254581,127.341513,2016-09-01
12844,괴정동주민센터,1층,대전광역시,서구,관공서,SKT,public wifi zone,2014-1-1,대전광역시 서구 가장로 57,,대전서구청,042-611-6555,36.337154,127.382068,2016-09-01
12845,둔산2동주민센터,1층,대전광역시,서구,관공서,LGU+,public wifi zone,2014-1-1,대전광역시 서구 둔산서로 80,,대전서구청,042-611-6555,36.353791,127.383601,2016-09-01
12846,가장동주민센터,1층,대전광역시,서구,관공서,KT,public wifi zone,2014-1-1,대전광역시 서구 들말4길 6,,대전서구청,042-611-6555,36.330055,127.385171,2016-09-01
12847,만년동주민센터,1층,대전광역시,서구,관공서,KT,public wifi zone,2014-1-1,대전광역시 서구 만년로 19,,대전서구청,042-611-6555,36.367541,127.375041,2016-09-01
12848,월평3동주민센터,1층,대전광역시,서구,관공서,KT,public wifi zone,2014-1-1,대전광역시 서구 청사로  27-9,,대전서구청,042-611-6555,36.360259,127.366882,2016-09-01
12849,탄방동주민센터,1층,대전광역시,서구,관공서,KT,public wifi zone,2014-1-1,대전광역시 서구 탄방로7번길 97,,대전서구청,042-611-6555,36.346614,127.395379,2016-09-01
12850,기성동주민센터,1층,대전광역시,서구,관공서,KT,public wifi zone,2014-1-1,대전광역시 서구 흑석1길 16,,대전서구청,042-611-6555,36.255725,127.341775,2016-09-01
12851,서구노인복지관,1층,대전광역시,서구,서민·복지시설,LGU+,public wifi zone,2014-1-1,대전광역시 서구 남선로 66 (탄방동),,대전서구청,042-611-6555,36.346157,127.397764,2016-09-01
12852,관저사회복지관,1 2 3층,대전광역시,서구,서민·복지시설,LG,public wifi zone,2014-1-1,대전광역시 서구 구봉로13,,대전서구청,042-611-6555,36.298195,127.325384,2016-09-01
12853,구세군 대전 여성의 집 (푸드뱅크),1층,대전광역시,서구,서민·복지시설,LG,public wifi zone,2014-1-1,대전광역시 서구 오량4길61,,대전서구청,042-611-6555,36.308995,127.378333,2016-09-01
12854,구세군대전여성의집,1층,대전광역시,서구,서민·복지시설,LG,public wifi zone,2014-1-1,대전광역시 서구 오량4길61,,대전서구청,042-611-6555,36.308995,127.378333,2016-09-01
12855,도마큰시장,전역,대전광역시,서구,기타,LG,public wifi zone,2014-1-1,대전광역시 서구 도마2길39,,대전서구청,042-611-6555,36.314693,127.381411,2016-09-01
12856,도토리주간보호센터,1층,대전광역시,서구,서민·복지시설,LG,public wifi zone,2014-1-1,대전광역시 서구 괴정로184,,대전서구청,042-611-6555,36.333048,127.390605,2016-09-01
12857,라파주간보호센터,1층,대전광역시,서구,서민·복지시설,LG,public wifi zone,2014-1-1,대전광역시 서구 정림서로134-15,,대전서구청,042-611-6555,36.299429,127.363871,2016-09-01
12858,아회장애아동주간보호센터,1층,대전광역시,서구,서민·복지시설,LG,public wifi zone,2014-1-1,대전광역시 서구 갈마로211번길24,,대전서구청,042-611-6555,36.336853,127.379763,2016-09-01
12859,한민시장,전역,대전광역시,서구,관공서,LG,public wifi zone,2014-1-1,대전광역시 서구 가장로94,,대전서구청,042-611-6555,36.334469,127.384284,2016-09-01
12860,한밭사회복지관,1층,대전광역시,서구,서민·복지시설,LG,public wifi zone,2014-1-1,대전광역시 서구 월평북로11,,대전서구청,042-611-6555,36.363571,127.370701,2016-09-01
12861,대전서구청,지하1층  1층,대전광역시,서구,관공서,LG,public wifi zone,2014-1-1,대전광역시 서구 둔산서로100,,대전서구청,042-611-6555,36.354983,127.383799,2016-09-01
12862,대전시청,1층  2층,대전광역시,서구,관공서,LG,public wifi zone,2014-1-1,대전광역시 서구 둔산로100,,대전서구청,042-611-6555,36.350382,127.384738,2016-09-01
12863,꿈이있는 장애인 단기 보호센터,1층,대전광역시,서구,서민·복지시설,SKT,public wifi zone,2014-1-1,대전광역시 서구 평촌동 283-2,,대전서구청,042-611-6555,36.242157,127.315941,2016-09-01
12864,서구 청소년 상담복지센터,2층,대전광역시,서구,서민·복지시설,SKT,public wifi zone,2014-1-1,대전광역시 서구 도마동 106-22,,대전서구청,042-611-6555,36.316856,127.373686,2016-09-01
12865,사랑누리 단기보호센터,1층,대전광역시,서구,서민·복지시설,SKT,public wifi zone,2014-1-1,대전광역시 서구 변동 252-97,,대전서구청,042-611-6555,36.328716,127.369491,2016-09-01
12866,유등노인복지관,1층2층3층,대전광역시,서구,서민·복지시설,SKT,public wifi zone,2014-1-1,대전광역시 서구 도마동 413-3,,대전서구청,042-611-6555,36.326952,127.374262,2016-09-01
12867,사랑누리,1층,대전광역시,서구,서민·복지시설,SKT,public wifi zone,2014-1-1,대전광역시 서구 배재로 155-26,,대전서구청,042-611-6555,36.323238,127.369468,2016-09-01
12868,도토리한알,1층,대전광역시,서구,서민·복지시설,SKT,public wifi zone,2014-1-1,대전광역시 서구 복수동 29-12,,대전서구청,042-611-6555,36.299092,127.381108,2016-09-01
12869,구세군 정다운집,1층2층,대전광역시,서구,서민·복지시설,SKT,public wifi zone,2014-1-1,대전광역시 서구 복수중로 34번길 43-10,,대전서구청,042-611-6555,36.307765,127.377922,2016-09-01
12870,내동주민센터,1층,대전광역시,서구,관공서,KT,public wifi zone,2014-1-1,대전광역시 서구 도솔로 247,,대전서구청,042-611-6555,36.332162,127.377405,2016-09-01
12871,행복한우리복지관,1 2 3층,대전광역시,서구,서민·복지시설,SKT,public wifi zone,2014-1-1,대전광역시 서구 가수원동 840,,대전서구청,042-611-6555,36.303473,127.349413,2016-09-01
12872,둔산사회복지관,3층,대전광역시,서구,서민·복지시설,SKT,public wifi zone,2014-1-1,대전광역시 서구 둔산동 1812,,대전서구청,042-611-6555,36.352338,127.400648,2016-09-01
12873,원앙2단지경로당,1층,대전광역시,서구,서민·복지시설,SKT,public wifi zone,2014-1-1,대전광역시 서구 관저북로 80,,대전서구청,042-611-6555,36.309051,127.338896,2016-09-01
12874,원앙4-1단지경로당,1층,대전광역시,서구,서민·복지시설,SKT,public wifi zone,2014-1-1,대전광역시 서구 관저북로 14,,대전서구청,042-611-6555,36.303316,127.338936,2016-09-01
12875,원앙4-2단지경로당,1층,대전광역시,서구,서민·복지시설,SKT,public wifi zone,2014-1-1,대전광역시 서구 관저북로 14,,대전서구청,042-611-6555,36.303316,127.338936,2016-09-01
12876,대자연마을경로당,2층,대전광역시,서구,서민·복지시설,SKT,public wifi zone,2014-1-1,대전광역시 서구 관저북로 52,,대전서구청,042-611-6555,36.306365,127.338614,2016-09-01
12877,세심경로당,1층,대전광역시,서구,서민·복지시설,SKT,public wifi zone,2014-1-1,대전광역시 서구 도마17길 60,,대전서구청,042-611-6555,36.319829,127.381558,2016-09-01
12878,삼성래미안아파트,2층,대전광역시,서구,서민·복지시설,SKT,public wifi zone,2014-1-1,대전광역시 서구 가장로 106,,대전서구청,042-611-6555,36.333681,127.384311,2016-09-01
12879,럭키아파트경로당,2층,대전광역시,서구,서민·복지시설,SKT,public wifi zone,2014-1-1,대전광역시 서구 배재로91번길 21,,대전서구청,042-611-6555,36.316592,127.369266,2016-09-01
12880,대아아파트경로당,2층,대전광역시,서구,서민·복지시설,SKT,public wifi zone,2014-1-1,대전광역시 서구 배재로 185,,대전서구청,042-611-6555,36.325167,127.369462,2016-09-01
12881,꿈나무아파트경로당,2층,대전광역시,서구,서민·복지시설,SKT,public wifi zone,2014-1-1,대전광역시 서구 청사로253,,대전서구청,042-611-6555,36.360211,127.391829,2016-09-01
12882,샘머리1단지경로당,1층,대전광역시,서구,서민·복지시설,SKT,public wifi zone,2014-1-1,대전광역시 서구 문예로174,,대전서구청,042-611-6555,36.363331,127.392018,2016-09-01
12883,샘머리2단지경로당,1층,대전광역시,서구,서민·복지시설,SKT,public wifi zone,2014-1-1,대전광역시 서구 청사로281,,대전서구청,042-611-6555,36.361383,127.393385,2016-09-01
12884,오량마을마루미아파트경로당,1층,대전광역시,서구,서민·복지시설,SKT,public wifi zone,2014-1-1,대전광역시 서구 복수중로30,,대전서구청,042-611-6555,36.306731,127.376909,2016-09-01
12885,서부경로당,1층,대전광역시,서구,서민·복지시설,SKT,public wifi zone,2014-1-1,대전광역시 서구 계룡로662번길 49,,대전서구청,042-611-6555,36.335321,127.393021,2016-09-01
12886,우정경로당,2층,대전광역시,서구,서민·복지시설,SKT,public wifi zone,2014-1-1,대전광역시 서구 아랫강변4길 68,,대전서구청,042-611-6555,36.339721,127.398662,2016-09-01
